city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
sj,1999,26,1999-07-02,,0.063,0.1645714,0.1307143,17.32,300.148571429,300.257142857,296.622857143,302.4,298.3,25.74,81.25,17.32,18.0514285714,2.34285714286,28.4428571429,5.32857142857,31.7,25.0,5.4
sj,1999,32,1999-08-13,,0.11395,0.2125714,0.1689143,44.23,299.97,300.007142857,296.742857143,302.6,298.4,61.7,82.6457142857,44.23,18.2128571429,1.84285714286,28.0857142857,6.35714285714,31.7,23.9,26.7
sj,1999,35,1999-09-03,,-0.0331,0.2106571,0.1876,30.98,300.458571429,300.435714286,296.895714286,302.7,299.1,25.74,81.0028571429,30.98,18.41,1.98571428571,28.1857142857,7.02857142857,32.8,23.9,69.7
sj,1999,42,1999-10-22,,-0.0368,0.036,0.037475,171.59,300.025714286,300.014285714,296.82,301.6,298.7,40.8,82.6571428571,171.59,18.3157142857,1.85714285714,26.7571428571,5.04285714286,31.1,23.9,71.5
sj,1999,43,1999-10-29,,0.009325,0.1754833,0.07245714,67.94,299.804285714,300.035714286,297.13,301.9,298.7,138.1,85.3771428571,67.94,18.7428571429,2.18571428571,27.6714285714,6.3,32.2,23.3,58.4
sj,1999,49,1999-12-10,,0.0881,0.2564667,0.2146,63.47,297.332857143,297.3,293.974285714,298.9,296.2,107.84,81.8642857143,63.47,15.4157142857,1.4,24.9285714286,4.61428571429,28.9,21.7,126.0
sj,2000,6,2000-02-12,,0.1061,0.2147429,0.1499286,24.19,297.675714286,297.9,293.27,299.9,296.3,2.6,76.5028571429,24.19,14.6528571429,2.11428571429,24.9285714286,7.12857142857,30.0,20.6,3.0
sj,2000,8,2000-02-26,,0.2075,0.1507571,0.1469167,7.67,297.088571429,297.221428571,292.174285714,298.9,295.3,13.41,74.0642857143,7.67,13.67,1.98571428571,24.7714285714,6.62857142857,28.3,20.6,3.8
sj,2000,13,2000-04-01,,0.1460667,0.25795,0.2118429,2.09,296.352857143,296.607142857,290.81,299.3,293.6,5.14,71.3514285714,2.09,12.6371428571,4.07142857143,24.4,7.14285714286,28.9,20.0,3.1
sj,2000,19,2000-05-13,,0.09815,0.1490857,0.1343857,21.53,298.32,298.442857143,294.264285714,300.4,296.6,16.35,78.3371428571,21.53,15.6385714286,2.77142857143,26.6428571429,6.91428571429,30.6,22.2,7.7
sj,2000,35,2000-09-02,,0.2435,0.2776,0.1937857,164.26,299.96,300.092857143,296.735714286,302.3,298.4,87.78,82.6757142857,164.26,18.2314285714,2.3,27.1857142857,6.44285714286,31.1,21.7,156.6
sj,2000,39,2000-09-30,,0.1337,0.10358,0.1369667,42.65,299.88,299.921428571,296.597142857,301.5,298.8,42.8,82.2828571429,42.65,18.0857142857,1.72857142857,27.5285714286,6.04285714286,31.1,23.9,30.6
sj,2000,47,2000-11-25,,0.0323,0.2099,0.09903333,0.0,299.92,299.857142857,294.66,301.6,297.5,7.18,72.9257142857,0.0,16.0371428571,2.71428571429,26.8714285714,6.78571428571,30.6,22.8,14.7
sj,2001,3,2001-01-15,,0.02165,0.18585,0.1796857,0.0,297.828571429,297.992857143,292.405714286,300.7,295.5,1.1,71.9414285714,0.0,13.9214285714,3.41428571429,25.0714285714,8.15714285714,30.6,19.4,4.8
sj,2001,6,2001-02-05,,-0.0056,0.1645,0.1619714,10.73,297.877142857,297.985714286,292.981428571,299.7,296.1,11.2,74.3442857143,10.73,14.4085714286,2.11428571429,25.0,6.82857142857,29.4,21.1,8.5
sj,2001,13,2001-03-26,,0.2705,0.2435714,0.2178143,6.11,297.692857143,297.878571429,294.167142857,300.5,295.8,21.55,80.8357142857,6.11,15.5557142857,2.1,26.0428571429,6.51428571429,32.2,21.7,26.7
sj,2001,15,2001-04-09,,0.30695,0.31445,0.2761833,5.2,298.112857143,298.257142857,293.785714286,299.8,296.3,23.5,77.0228571429,5.2,15.1528571429,2.37142857143,26.2714285714,7.08571428571,30.6,21.7,13.0
sj,2001,17,2001-04-23,,0.05855,0.1227286,0.1131857,35.69,298.751428571,298.835714286,294.281428571,301.3,296.7,22.36,76.5814285714,35.69,15.63,3.12857142857,27.2,7.77142857143,33.3,22.8,20.6
sj,2001,18,2001-04-30,,-0.1055,0.1861714,0.1770571,19.98,298.287142857,298.3,293.68,300.5,296.0,9.03,75.7142857143,19.98,15.0614285714,2.6,26.7571428571,7.15714285714,31.1,22.2,16.0
sj,2001,24,2001-06-11,,0.0271,0.2708714,0.2212,21.93,300.424285714,300.4,295.888571429,302.6,298.2,7.0,76.4257142857,21.93,17.25,3.11428571429,28.5142857143,6.74285714286,33.9,23.9,20.9
sj,2001,35,2001-08-27,,,0.2212714,0.2011286,132.53,300.76,300.742857143,296.4,303.1,298.7,44.3,77.3471428571,132.53,17.8242857143,3.45714285714,28.2714285714,7.54285714286,32.8,23.3,65.0
sj,2001,42,2001-10-15,,,0.2187571,0.163,91.83,300.325714286,300.3,296.397142857,302.4,297.8,53.0,79.27,91.83,17.8771428571,2.88571428571,26.8571428571,6.75714285714,32.2,22.8,67.6
sj,2002,5,2002-01-29,,,,,0.0,298.2,298.35,293.847142857,300.1,296.3,10.8,76.92,0.0,15.1871428571,2.18571428571,25.6571428571,5.77142857143,29.4,21.7,38.1
sj,2002,16,2002-04-16,,,0.2039714,0.1771857,0.0,297.044285714,297.028571429,292.061428571,299.5,294.8,22.4,73.84,0.0,13.6385714286,2.65714285714,25.4571428571,5.71428571429,30.0,21.7,17.8
sj,2002,24,2002-06-11,,0.05743333,0.1073143,0.1113286,84.35,299.887142857,299.964285714,296.338571429,302.2,297.8,17.55,81.0428571429,84.35,17.7671428571,3.18571428571,28.4571428571,6.74285714286,33.3,24.4,4.5
sj,2002,25,2002-06-18,,0.04446667,0.2042143,0.1528143,0.0,300.221428571,300.207142857,296.397142857,302.2,298.4,15.73,79.73,0.0,17.8014285714,2.78571428571,28.5285714286,7.22857142857,32.8,24.4,12.7
sj,2002,26,2002-06-25,,0.1173,0.2136,0.1969143,5.94,299.855714286,299.95,295.99,301.8,298.0,24.1,79.5085714286,5.94,17.3571428571,2.47142857143,27.5857142857,6.94285714286,31.7,22.8,25.0
sj,2002,29,2002-07-16,,0.03774,0.1880429,0.1803286,58.06,300.54,300.585714286,296.42,302.4,298.6,10.3,78.3114285714,58.06,17.8085714286,2.97142857143,28.2857142857,6.84285714286,32.8,23.9,57.2
sj,2002,38,2002-09-17,,0.01655,0.1659286,0.1409857,57.98,301.238571429,301.228571429,297.124285714,303.1,299.4,27.5,78.4885714286,57.98,18.6514285714,2.6,28.6571428571,7.3,33.3,23.3,53.2
sj,2002,42,2002-10-15,,0.03505,0.1269143,0.1894143,91.69,300.47,300.6,296.478571429,302.5,298.6,23.5,78.9485714286,91.69,17.95,2.6,27.5428571429,7.25714285714,32.2,23.3,6.1
sj,2002,47,2002-11-19,,-0.1225,0.2220571,0.1913857,100.94,299.982857143,299.885714286,295.942857143,302.1,298.2,32.3,78.6057142857,100.94,17.3385714286,2.68571428571,27.2142857143,6.84285714286,32.2,23.3,30.8
sj,2003,7,2003-02-12,,-0.09663333,0.1922667,0.2225,68.17,298.37,298.435714286,294.577142857,300.3,296.3,33.6,79.7242857143,68.17,15.9142857143,2.32857142857,25.4,6.17142857143,29.4,21.7,37.1
sj,2003,16,2003-04-16,,-0.0029,0.07464286,0.09557143,5.96,298.702857143,298.771428571,295.007142857,301.3,296.8,23.5,80.2414285714,5.96,16.3814285714,2.74285714286,26.4285714286,6.68571428571,31.7,22.8,46.5
sj,2003,21,2003-05-21,,0.0041,0.1526143,0.1243571,60.93,299.634285714,299.707142857,295.184285714,301.5,298.0,13.76,76.7042857143,60.93,16.5728571429,2.32857142857,27.0571428571,6.77142857143,31.1,22.8,10.1
sj,2003,23,2003-06-04,,0.06276667,0.1974571,0.175,9.1,300.091428571,300.335714286,295.555714286,302.4,298.2,1.6,76.3342857143,9.1,16.9014285714,2.72857142857,27.9714285714,7.38571428571,32.2,22.8,3.3
sj,2003,28,2003-07-09,,0.296,0.1916857,0.175,10.83,299.927142857,299.957142857,296.1,301.8,298.1,44.04,79.6585714286,10.83,17.4871428571,2.54285714286,28.0428571429,6.18571428571,31.7,23.9,17.9
sj,2003,35,2003-08-27,,0.1,0.2043714,0.1603571,98.68,300.668571429,300.728571429,297.048571429,302.8,298.7,50.86,80.7971428571,98.68,18.5714285714,2.54285714286,27.9142857143,6.45714285714,31.7,23.3,69.6
sj,2003,36,2003-09-03,,,0.2036286,0.2409286,86.4,300.631428571,300.75,297.418571429,302.7,298.7,63.0,82.7842857143,86.4,18.9685714286,2.18571428571,27.6857142857,6.07142857143,31.7,24.4,29.8
sj,2003,40,2003-10-01,,0.0151,0.2174857,0.2088143,78.94,301.194285714,301.407142857,297.267142857,303.5,299.5,11.0,79.3557142857,78.94,18.8242857143,2.9,28.6,6.18571428571,32.2,25.0,9.9
sj,2003,45,2003-11-05,,0.1635,0.1377167,0.1248,79.96,300.162857143,300.235714286,296.0,302.7,297.5,35.9,78.08,79.96,17.47,3.27142857143,27.3714285714,7.18571428571,32.8,22.2,62.4
sj,2004,1,2004-01-01,-0.2683,-0.1237,0.2237571,0.1765429,,,,,,,,,,,,,,,,
sj,2004,3,2004-01-15,,0.0026,0.2821,0.2899,36.07,297.8,297.971428571,293.895714286,299.5,296.5,20.2,78.9428571429,36.07,15.2571428571,2.17142857143,24.3428571429,5.95714285714,28.3,20.0,23.7
sj,2004,6,2004-02-05,,-0.0489,0.2528429,0.2169857,0.0,297.971428571,298.25,293.537142857,300.8,295.6,3.8,76.5228571429,0.0,14.9414285714,2.84285714286,24.9857142857,7.92857142857,31.1,19.4,4.6
sj,2004,12,2004-03-18,,,0.02834286,0.0116,0.0,298.254285714,298.428571429,294.251428571,300.3,296.0,13.81,78.5471428571,0.0,15.5914285714,2.57142857143,25.9142857143,6.64285714286,31.1,20.6,12.2
sj,2004,14,2004-04-01,,0.023175,0.1476286,0.1583857,28.35,296.894285714,296.921428571,293.281428571,299.9,294.3,81.1,80.3657142857,28.35,14.7214285714,2.41428571429,24.7,6.02857142857,28.9,20.6,60.7
sj,2004,17,2004-04-22,,-0.04705,0.2125571,0.2720286,23.59,298.66,298.871428571,293.182857143,300.7,297.2,13.8,71.9542857143,23.59,14.6628571429,2.57142857143,25.8428571429,6.18571428571,29.4,21.7,5.6
sj,2004,18,2004-04-29,,-0.08976667,0.0633,0.1553833,75.28,299.064285714,299.328571429,295.048571429,301.4,297.5,11.86,78.6028571429,75.28,16.42,2.51428571429,26.1571428571,5.71428571429,30.0,22.8,23.4
sj,2004,19,2004-05-06,,,0.09315,0.1181333,9.57,299.09,299.207142857,294.38,301.1,297.3,20.56,75.3857142857,9.57,15.75,2.3,26.2714285714,6.27142857143,30.6,22.2,30.2
sj,2004,27,2004-07-01,,0.0083,0.1515714,0.1447429,28.37,300.644285714,300.678571429,296.557142857,302.5,298.4,32.2,78.4814285714,28.37,17.9514285714,2.61428571429,28.3428571429,6.18571428571,32.2,23.3,67.6
sj,2004,38,2004-09-16,0.04015,,0.09487143,0.1394429,52.29,301.1,301.257142857,297.304285714,303.3,299.3,16.0,80.0328571429,52.29,18.9042857143,2.42857142857,28.6428571429,6.11428571429,32.2,24.4,32.8
sj,2004,39,2004-09-23,,-0.06745,0.2252571,0.2332,245.73,299.798571429,299.957142857,297.081428571,302.9,297.7,254.95,85.33,245.73,18.6457142857,2.54285714286,27.2285714286,6.05714285714,33.9,23.3,158.2
sj,2004,42,2004-10-14,,0.09375,0.2360286,0.2138714,83.2,300.508571429,300.678571429,296.864285714,303.4,298.6,41.4,80.6657142857,83.2,18.4028571429,3.15714285714,28.1285714286,6.18571428571,32.2,23.9,41.4
sj,2005,53,2005-01-01,,,,,,,,,,,,,,,,,,,,
sj,2005,7,2005-02-19,,0.093,0.1756571,0.1842857,0.0,296.352857143,296.4,291.037142857,298.7,293.4,5.3,72.2457142857,0.0,12.8071428571,3.08571428571,23.4142857143,6.22857142857,26.7,18.9,4.6
sj,2005,10,2005-03-12,,0.0781,0.2434571,0.2521571,3.93,298.061428571,298.221428571,293.77,301.4,295.5,3.3,77.3928571429,3.93,15.2042857143,4.35714285714,26.0142857143,7.7,31.1,20.0,0.0
sj,2005,13,2005-04-02,,-0.0987,0.1752,0.1482286,0.0,299.072857143,299.314285714,294.444285714,301.0,297.3,0.2,75.7371428571,0.0,15.7828571429,2.8,27.4857142857,8.67142857143,33.3,22.2,0.0
sj,2005,17,2005-04-30,-0.09295,,0.1012333,0.106,234.13,298.917142857,299.021428571,295.538571429,301.6,296.4,98.5,81.7514285714,234.13,16.9642857143,3.58571428571,26.7857142857,6.88571428571,32.8,22.8,207.5
sj,2005,20,2005-05-21,,0.0481,0.07107143,0.04847143,102.56,299.065714286,298.985714286,296.075714286,301.6,296.8,96.0,83.7628571429,102.56,17.5328571429,2.51428571429,26.2714285714,5.95714285714,30.6,22.2,110.9
sj,2005,25,2005-06-25,,0.0634,0.2097429,0.2099286,8.36,301.337142857,301.357142857,297.458571429,304.0,298.5,4.2,79.7185714286,8.36,19.0414285714,3.51428571429,30.0285714286,7.65714285714,34.4,25.0,0.0
sj,2005,32,2005-08-13,,0.02365,0.2691286,0.1919286,18.15,301.348571429,301.378571429,297.367142857,303.5,299.2,11.93,79.2528571429,18.15,18.9385714286,2.98571428571,29.4714285714,6.97142857143,33.9,25.6,12.6
sj,2005,35,2005-09-03,,-0.0073,0.11122,0.1085857,77.05,301.291428571,301.392857143,297.287142857,303.4,299.5,30.0,79.0814285714,77.05,18.8671428571,3.18571428571,28.0857142857,6.57142857143,32.2,22.2,104.4
sj,2005,47,2005-11-26,,0.1654,0.2159143,0.1852286,14.49,299.467142857,299.564285714,295.117142857,301.4,298.0,40.81,77.2457142857,14.49,16.5485714286,2.58571428571,26.5285714286,6.08571428571,30.0,22.2,23.6
sj,2005,48,2005-12-03,,0.1823,0.2686,0.2481857,26.65,299.182857143,299.235714286,295.124285714,302.2,297.8,36.65,78.6242857143,26.65,16.5714285714,2.41428571429,26.2285714286,5.87142857143,30.6,22.8,80.7
sj,2006,12,2006-03-26,,-0.10425,0.1246429,0.1394,31.34,298.061428571,298.3,293.405714286,300.4,296.0,10.35,75.5271428571,31.34,14.8228571429,2.85714285714,25.6857142857,6.18571428571,29.4,21.7,7.4
sj,2006,13,2006-04-02,,0.0471,0.09765,0.08703333,24.44,298.302857143,298.521428571,293.527142857,301.3,296.5,5.0,74.9842857143,24.44,14.9371428571,3.35714285714,26.6571428571,7.14285714286,32.8,22.2,7.9
sj,2006,19,2006-05-14,,0.0534,0.07054286,0.08275714,12.09,298.12,298.292857143,293.515714286,300.0,296.7,19.4,75.9271428571,12.09,14.9857142857,2.35714285714,25.9428571429,5.07142857143,29.4,22.2,80.8
sj,2006,21,2006-05-28,,-0.1001333,0.2400833,0.2095714,3.7,300.501428571,300.714285714,296.365714286,302.8,299.0,6.07,78.4,3.7,17.7928571429,2.97142857143,29.0285714286,7.71428571429,33.9,24.4,0.5
sj,2006,33,2006-08-20,,0.0139,0.2238143,0.1753,3.19,300.91,301.121428571,296.84,303.0,299.3,13.5,78.6271428571,3.19,18.3271428571,2.47142857143,28.6428571429,5.3,32.2,24.4,1.5
sj,2006,40,2006-10-08,,,0.1755,0.1958714,12.22,301.474285714,301.692857143,296.547142857,303.7,299.6,14.1,74.7328571429,12.22,18.0014285714,3.07142857143,28.8571428571,7.38571428571,33.9,24.4,7.3
sj,2006,44,2006-11-05,,0.0707,0.1566143,0.1134143,15.91,300.935714286,301.028571429,297.365714286,303.4,299.3,54.12,81.0857142857,15.91,18.9471428571,2.77142857143,28.5,5.77142857143,32.2,25.0,38.0
sj,2006,48,2006-12-03,0.0115,,0.08832857,0.02602857,51.3,300.342857143,300.407142857,295.915714286,302.2,298.4,14.56,76.8285714286,51.3,17.3457142857,2.9,27.4142857143,7.4,32.2,22.2,88.7
sj,2007,2,2007-01-08,,-0.03805,0.1851571,0.2065429,0.0,298.567142857,298.685714286,293.76,300.3,296.7,16.3,74.8114285714,0.0,15.1157142857,2.11428571429,25.0857142857,6.55714285714,29.4,21.1,14.8
sj,2007,5,2007-01-29,,0.041,0.1046857,0.1395429,0.0,297.945714286,298.221428571,292.697142857,301.3,295.5,0.0,72.76,0.0,14.1628571429,3.78571428571,25.0857142857,7.77142857143,30.6,20.6,0.0
sj,2007,9,2007-02-26,,-0.01975,0.006183333,0.05438333,0.0,298.315714286,298.514285714,294.204285714,301.0,296.2,23.12,78.1257142857,0.0,15.5614285714,2.88571428571,25.6285714286,7.0,31.7,21.1,22.9
sj,2007,22,2007-05-28,,0.1007333,0.1275429,0.1072571,45.7,300.461428571,300.721428571,295.85,303.3,298.3,24.9,76.0228571429,45.7,17.2571428571,3.55714285714,28.4571428571,7.05714285714,32.8,23.9,17.0
sj,2007,28,2007-07-09,,0.05715,0.1622167,0.1797571,1.13,300.971428571,301.0,296.177142857,303.0,298.7,11.56,75.2414285714,1.13,17.5614285714,2.8,28.8714285714,6.72857142857,33.3,24.4,10.0
sj,2007,33,2007-08-13,,0.00625,0.1273571,0.1259429,72.44,300.987142857,301.092857143,296.922857143,303.0,299.0,25.69,78.64,72.44,18.4114285714,2.52857142857,28.3857142857,5.98571428571,31.7,23.3,24.9
sj,2007,36,2007-09-03,,0.0433,0.2283333,0.2021857,30.77,301.218571429,301.242857143,296.445714286,303.3,298.9,19.74,75.3457142857,30.77,17.87,3.0,28.3142857143,6.58571428571,33.3,23.9,25.9
sj,2007,37,2007-09-10,,0.0569,0.2385429,0.1874857,10.37,301.117142857,301.15,296.288571429,303.5,298.8,22.24,75.1957142857,10.37,17.72,3.15714285714,28.8714285714,6.51428571429,33.9,25.0,10.4
sj,2007,43,2007-10-22,,-0.00915,0.1911857,0.1764,16.48,301.007142857,301.092857143,295.874285714,302.8,299.0,15.66,73.6614285714,16.48,17.2757142857,2.47142857143,27.9571428571,6.44285714286,32.2,24.4,8.6
sj,2007,47,2007-11-19,,,0.2044857,0.1562857,73.37,299.821428571,299.885714286,295.752857143,301.8,297.9,43.4,78.5257142857,73.37,17.1871428571,2.51428571429,26.9,6.2,31.1,22.8,40.4
sj,2007,49,2007-12-03,,-0.04235,0.0956,0.089,17.85,299.02,299.021428571,294.288571429,300.8,297.1,68.0,75.3685714286,17.85,15.6757142857,2.1,25.8428571429,5.4,29.4,22.8,34.5
sj,2007,51,2007-12-17,,-0.039,0.1734167,0.1501714,62.11,298.668571429,298.757142857,294.977142857,300.4,296.2,50.53,80.1785714286,62.11,16.3442857143,2.37142857143,25.0714285714,4.91428571429,28.9,21.7,108.2
sj,2008,2,2008-01-08,,-0.10825,0.3304857,0.2442857,37.24,298.142857143,298.228571429,293.595714286,300.0,296.3,37.66,76.1314285714,37.24,14.98,2.05714285714,24.9714285714,5.01428571429,28.3,21.1,64.8
sj,2008,3,2008-01-15,,0.0383,0.125,0.1088429,0.0,297.627142857,297.871428571,293.02,300.1,295.3,4.1,75.6428571429,0.0,14.4885714286,3.0,24.4285714286,5.62857142857,27.8,20.6,2.5
sj,2008,5,2008-01-29,,-0.1354,0.2233,0.1709429,0.0,298.021428571,298.178571429,292.957142857,300.7,294.3,2.7,73.5657142857,0.0,14.4085714286,3.3,24.5714285714,6.44285714286,28.9,20.0,3.1
sj,2008,9,2008-02-26,,0.01542,0.2116286,0.1173429,0.0,297.765714286,298.071428571,292.502857143,299.9,296.3,6.46,72.66,0.0,13.9671428571,2.28571428571,24.7428571429,5.5,27.8,21.1,12.9
sj,2008,16,2008-04-15,0.0018,,0.2039,0.2098429,0.0,297.63,297.778571429,292.274285714,299.7,295.9,4.82,72.2857142857,0.0,13.8585714286,2.78571428571,25.3142857143,6.24285714286,29.4,21.7,11.2
iq,2000,47,2000-11-25,0.1699833,0.2893,0.3009833,0.1709167,55.91,300.872857143,301.914285714,293.06,311.1,293.6,11.2,66.0428571429,55.91,14.7685714286,13.1428571429,27.7,11.35,36.5,21.5,
iq,2001,20,2001-05-14,0.3153429,0.31965,0.2627,0.3034857,74.08,297.297142857,298.307142857,296.99,305.6,294.7,80.3,98.3414285714,74.08,18.64,5.64285714286,,,32.5,,0.0
iq,2001,26,2001-06-25,0.1923,0.2752857,0.3164571,0.3254143,1.22,294.845714286,296.0,290.572857143,306.1,288.4,1.82,79.3228571429,1.22,12.4642857143,12.3428571429,,,32.3,17.1,31.0
iq,2001,32,2001-08-06,0.2007571,0.2377286,0.2236429,0.2043571,0.0,298.537142857,300.135714286,291.387142857,308.7,291.0,0.2,66.6642857143,0.0,13.1585714286,14.6428571429,27.1,12.175,33.5,17.8,
iq,2002,5,2002-01-29,,,,,59.4,296.858571429,297.9,296.137142857,304.2,294.1,43.12,96.2671428571,59.4,17.69,5.22857142857,26.3,9.7,32.5,20.8,120.2
iq,2002,16,2002-04-16,0.26935,0.2121571,0.1889286,0.1949429,109.49,297.764285714,298.921428571,296.31,305.0,294.4,49.8,92.6157142857,109.49,17.9357142857,6.72857142857,27.2,13.0,34.6,20.3,
iq,2002,18,2002-04-30,0.1703571,0.1418286,0.1977286,0.2570714,60.05,297.408571429,298.55,296.222857143,303.8,292.8,52.6,93.8457142857,60.05,17.8071428571,7.5,,,33.5,21.2,1.0
iq,2002,34,2002-08-20,0.345425,0.31354,0.29505,0.3092667,31.71,296.184285714,296.735714286,292.451428571,308.6,288.8,5.61,82.1414285714,31.71,14.0457142857,12.7571428571,,,33.1,20.8,70.6
iq,2002,44,2002-10-29,0.3290857,0.2862143,0.2940571,0.3159286,89.77,298.518571429,300.242857143,296.9,307.3,294.9,39.7,91.9442857143,89.77,18.6028571429,9.02857142857,,,34.1,22.5,34.1
iq,2003,8,2003-02-19,0.1262571,0.1355143,0.1036571,0.1337143,25.03,298.567142857,300.1,296.392857143,308.6,292.5,41.1,89.9742857143,25.03,18.02,10.8857142857,,,32.4,23.3,121.9
iq,2004,1,2004-01-01,0.2025714,0.1989667,0.2445571,0.1879571,,,,,,,,,,,,,,,,
iq,2004,22,2004-05-27,0.1903143,0.07784286,0.1931714,0.1023286,35.43,297.305714286,298.328571429,295.958571429,306.4,291.7,42.6,93.5757142857,35.43,17.5,9.62857142857,,,33.3,20.5,28.2
iq,2004,31,2004-07-29,0.2089,0.1555,0.2203,0.2542571,85.96,296.017142857,297.292857143,294.471428571,306.1,291.7,27.62,92.5271428571,85.96,15.9757142857,8.84285714286,,,32.9,19.4,6.0
iq,2004,32,2004-08-05,0.2489,0.2659571,0.2185286,0.2375571,29.82,297.517142857,298.964285714,293.144285714,307.4,291.0,3.9,79.7185714286,29.82,14.6942857143,12.1571428571,,,34.0,18.3,55.1
iq,2004,33,2004-08-12,0.1910714,0.227,0.1685286,0.2957,18.44,296.53,297.635714286,292.222857143,307.2,288.1,4.1,79.2357142857,18.44,13.8242857143,12.1857142857,,,31.3,20.0,0.5
iq,2004,34,2004-08-19,0.3931286,0.3286429,0.2767714,0.3885143,23.78,297.82,299.985714286,293.421428571,308.3,290.2,7.9,78.4814285714,23.78,14.9614285714,14.2857142857,,,,21.7,0.5
iq,2004,35,2004-08-26,0.3113,0.2609286,0.2330143,0.2997857,42.86,298.142857143,299.807142857,294.567142857,310.1,291.1,23.2,83.1728571429,42.86,16.0771428571,12.5285714286,,,32.8,20.4,0.0
iq,2004,50,2004-12-09,0.3234286,0.3095143,0.2758286,0.3359,70.04,297.787142857,298.835714286,296.574285714,305.8,294.5,91.0,93.9385714286,70.04,18.2071428571,6.5,,,,,9.9
iq,2005,53,2005-01-01,,,,,,,,,,,,,,,,,,,,
iq,2005,20,2005-05-21,0.2700857,0.1737571,0.2104571,0.2297429,56.22,297.532857143,298.342857143,296.352857143,304.9,293.6,49.1,93.9185714286,56.22,17.9571428571,7.54285714286,,,33.2,23.6,95.9
iq,2005,22,2005-06-04,0.3782857,0.3693714,0.3631857,0.3612429,61.75,298.434285714,299.478571429,295.678571429,307.3,292.7,34.92,86.7014285714,61.75,17.2,10.0142857143,,,33.9,20.9,78.9
iq,2005,33,2005-08-20,0.2669857,0.2939286,0.336,0.2924857,17.85,299.605714286,300.428571429,291.778571429,310.5,290.7,6.0,64.6585714286,17.85,13.59,14.2,,,32.8,17.3,69.6
iq,2005,36,2005-09-10,0.3354286,0.2007143,0.3228857,0.3091429,36.98,300.058571429,301.214285714,294.005714286,309.3,293.4,4.2,71.9714285714,36.98,15.5185714286,13.7142857143,,,,21.8,44.0
iq,2005,37,2005-09-17,0.2394286,0.2148714,0.2390429,0.2276,18.66,298.88,299.807142857,295.658571429,307.3,292.9,35.3,83.73,18.66,17.2228571429,9.92857142857,,,,,1.3
iq,2005,39,2005-10-01,0.4054167,0.4287714,0.3706,0.4210857,29.8,301.175714286,302.928571429,293.752857143,314.0,294.8,4.2,67.2128571429,29.8,15.3314285714,14.8285714286,28.65,13.5,37.1,20.7,
iq,2005,45,2005-11-12,0.3938,0.2986286,0.4019857,0.4103714,75.36,298.6,300.078571429,296.36,309.4,292.9,143.8,89.31,75.36,17.9742857143,9.7,,,34.6,22.3,8.9
iq,2006,1,2006-01-08,0.1995143,0.2393429,0.2276571,0.2155,38.78,298.832857143,299.642857143,292.878571429,307.8,292.4,15.2,73.1614285714,38.78,14.5242857143,12.3142857143,,,34.5,19.7,70.1
iq,2006,3,2006-01-22,0.1743,0.1336429,0.1117571,0.1944286,88.85,298.46,300.114285714,296.321428571,307.3,295.0,52.2,89.9557142857,88.85,17.9414285714,9.14285714286,,,33.8,21.5,54.8
iq,2006,5,2006-02-05,0.3791143,0.3053286,0.3459714,0.3715714,34.17,297.165714286,298.221428571,296.647142857,302.7,294.3,63.98,97.32,34.17,18.2642857143,5.52857142857,,,33.7,21.5,118.9
iq,2006,50,2006-12-17,0.3785,0.3020333,0.3492286,0.4147857,157.75,298.158571429,299.071428571,297.351428571,304.4,294.2,63.0,95.8757142857,157.75,19.1114285714,6.4,,,33.8,,
iq,2006,51,2006-12-24,0.32782,0.26192,0.3814667,0.35295,111.48,297.68,298.985714286,296.725714286,306.7,294.3,80.2,95.0785714286,111.48,18.3585714286,6.54285714286,,,32.9,23.5,
iq,2007,27,2007-07-02,0.1814429,0.2692286,0.1934571,0.2099429,1.59,296.828571429,298.114285714,292.177142857,305.8,290.2,1.4,78.0742857143,1.59,13.8042857143,12.2285714286,25.9,10.5666666667,32.0,19.6,
iq,2008,1,2008-01-01,0.1914714,0.1554143,0.1760143,0.1872429,19.95,299.277142857,300.535714286,294.668571429,308.2,294.1,21.4,78.67,19.95,16.26,10.7285714286,28.275,11.575,36.0,21.5,
iq,2008,4,2008-01-22,0.2779714,0.3249286,0.2219143,0.2956714,102.59,297.207142857,298.342857143,296.25,304.8,294.8,93.43,95.1257142857,102.59,17.84,5.97142857143,,,31.3,21.9,46.3
iq,2008,12,2008-03-18,0.2383333,0.2327286,0.1239429,0.2000714,91.87,296.755714286,297.992857143,295.475714286,305.0,293.3,90.5,93.4514285714,91.87,16.9971428571,7.21428571429,,,31.7,22.0,100.9
iq,2008,24,2008-06-10,0.2937429,0.2643667,0.2466286,0.2919571,13.27,296.187142857,297.364285714,293.891428571,305.8,288.2,12.9,88.81,13.27,15.3757142857,9.3,,,,17.8,6.4
